short_id,short_headline,short_view_count,url,time_record,video_tag
Du_PKRdB50Y,She did NOT hesitate giving her number 💀 (Jujutsu Kaisen Season 2),2.4M views,/shorts/Du_PKRdB50Y,2024-03-18 23:32:23.757362,"['HARISSM', 'anime reaction', 'anime mashup', 'Jujutsu Kaisen', 'Jujutsu Kaisen Season 2 Episode 2', 'Jujutsu Kaisen Season 2 reaction', 'Jujutsu Kaisen season 2 episode 2 reaction', 'Jujutsu Kaisen season 2 ep 2 reaction', 'Jujutsu Kaisen gojo geto', 'Jujutsu Kaisen fushiguro dad', 'Jujutsu Kaisen episode 2', 'Jujutsu Kaisen Harissm', 'Jujutsu Kaisen reaction mashup', 'Jujutsu kaisen harissm reaction', 'itadori yuuji', 'fushiguro megumi', 'gojou satoru', 'jujutsu kaisen end', 'fushiguro touji', 'getou suguru']"
dGkSrOz7yfE,Viral cats meet virtually 😱,4.5M views,/shorts/dGkSrOz7yfE,2024-03-18 23:32:23.757362,[]
5JyijwAIWsk,Professional Motion Capture Actor,40M views,/shorts/5JyijwAIWsk,2024-03-18 23:32:23.757362,[]
SMHdXNxIUrQ,Kai Cenat Though He Got Called The N Word😂,5.6M views,/shorts/SMHdXNxIUrQ,2024-03-18 23:32:23.757362,[]
yeseJ_WyvQg,Maomao's new little student😂😂 [The Apothecary diaries] #animeedit #viral #fyp,221K views,/shorts/yeseJ_WyvQg,2024-03-18 23:32:23.757362,[]
Du2LFI-bkF0,when your gf walks in but you're addicted to wow,5.4M views,/shorts/Du2LFI-bkF0,2024-03-18 23:32:23.757362,[]
WA-p-vUd5Uw,Ngerasa bersalah 😭,503K views,/shorts/WA-p-vUd5Uw,2024-03-18 23:32:23.757362,[]
6Roy8P4NkHU,Why Shylily's Model Is So Good,1.7M views,/shorts/6Roy8P4NkHU,2024-03-18 23:32:23.757362,"['Emiru', 'Emiru Twitch', 'emiru clips', 'emiru clip', 'otk emiru', 'emiru live', 'emiru twitch', 'emiru', 'emiru reacts', 'twitch emiru', 'emiru livestream', 'emiru highlights', 'emiru otk', 'emiru podcast', 'emiru highlight', 'emiru shorts', 'emiru twitch highlights', 'emiruLIVE', ""Why Shylily's Model Is So Good"", 'emiru shylily', 'shylily', 'shylily vtuber', 'vtuber', 'emiru vtuber', 'shylily vtuber model', 'shylily model', 'shylily model tracking', 'shylily model comparison']"
hOD7MtMZpns,"ER Doctor REACTS to ""Satisfying"" Hair Splinter Removal",29M views,/shorts/hOD7MtMZpns,2024-03-18 23:32:23.757362,[]
WO3gem9iNEg,Memes from the Black Market!,5.5M views,/shorts/WO3gem9iNEg,2024-03-18 23:32:23.757362,[]
VYYD-gL8M40,The end of a girl who imitates Loli God’s Requiem dance #Shorts,28M views,/shorts/VYYD-gL8M40,2024-03-18 23:32:23.757362,"['animation', '애니메이션', '병맛만화', '웹애니', '웃긴만화', '일상만화', '코미디', '일상', 'entertainment', '난두팔', '粛聖!! ロリ神レクイエム', '로리신 레퀴엠', '가사 모르고 들으면 좋은 노래', ""Loli God's Requiem""]"
jP92oR3Hv9E,did you know that Toph... (part 2) | Avatar #Shorts,13M views,/shorts/jP92oR3Hv9E,2024-03-18 23:32:23.757362,"['nickelodeon', 'animation', 'anime', 'avatar', 'avatar the last airbender', 'atla', 'avatar on netflix', 'netflix', 'the last airbender', 'aang', 'toph', 'team avatar', 'avatar studios', 'zuko', 'toph beifong', 'full episode', 'full episodes', 'live action', 'netflix avatar', 'avatar the last airbender netflix', 'netflix avatar the last airbender', 'avatar netflix', 'avatar netflix trailer', 'avatar netflix clip', 'avatar netflix live action', 'avatar netflix cast', 'daniel dae kim', 'katara', 'azula', 'Gordon Cormier', 'Ian Ousley', 'animated']"
