short_id,short_headline,short_view_count,url,time_record,video_tag
Knz9fgVl6HI,My guy STARK woke up in pure DISBELIEF 💀 (Sousou no Frieren),275K views,/shorts/Knz9fgVl6HI,2024-03-18 23:32:23.757362,"['HARISSM', 'Sousou no frieren', 'sousou no frieren episode 11', 'sousou no frieren episode 10', 'sousou no frieren episode 1 reaction', 'sousou no frieren episode 11 reaction', 'sousou no frieren episode 9 reaction', 'sousou no frieren ep 11 reaction', 'sousou no frieren reaction', ""frieren: beyond journey's end"", ""frieren: beyond journey's end reaction"", 'sousou no frieren harissm', 'frieren', 'fern', 'frieren fern stark', 'stark fern', 'frieren aura', 'frieren kraft', 'stark fern kraft', 'stark kraft']"
WA-p-vUd5Uw,Ngerasa bersalah 😭,502K views,/shorts/WA-p-vUd5Uw,2024-03-18 23:32:23.757362,[]
XXcjACqa6fw,He fought a REAL MMA fighter with oil arms #shorts #fitness,2.1M views,/shorts/XXcjACqa6fw,2024-03-18 23:32:23.757362,"['Kirill Tereshin', 'MMA Fighter vs Oil Arms', 'Shocking Fight Outcome', 'Body Modification Extreme', 'Russian Arm King', '24 Inch Biceps', 'Unusual Bodybuilding', 'Vegetable Oil Injections', 'Petroleum Jelly Arms', 'Social Media Sensation', 'Cage Fight Disaster', 'Real Fight Consequences', 'Dangerous Body Enhancement', 'Physical Transformation', 'Fame and Regret', 'Hazardous Muscle Growth', 'Fight Night Shock', 'Muscle Injection Fallout', 'Internet Fame Costs', 'Cautionary Tale Bodybuilding']"
6Roy8P4NkHU,Why Shylily's Model Is So Good,1.7M views,/shorts/6Roy8P4NkHU,2024-03-18 23:32:23.757362,"['Emiru', 'Emiru Twitch', 'emiru clips', 'emiru clip', 'otk emiru', 'emiru live', 'emiru twitch', 'emiru', 'emiru reacts', 'twitch emiru', 'emiru livestream', 'emiru highlights', 'emiru otk', 'emiru podcast', 'emiru highlight', 'emiru shorts', 'emiru twitch highlights', 'emiruLIVE', ""Why Shylily's Model Is So Good"", 'emiru shylily', 'shylily', 'shylily vtuber', 'vtuber', 'emiru vtuber', 'shylily vtuber model', 'shylily model', 'shylily model tracking', 'shylily model comparison']"
WxY5-I5hZ_8,STARDENBURDENHARDENBART day11 Cat Calling in different languages (German always works),491K views,/shorts/WxY5-I5hZ_8,2024-03-18 23:32:23.757362,"['cat', 'cats', 'languages', 'STARDENBURDENHARDENBART', 'Cat Calling', 'German always works', 'humor', 'meme', 'tik tok', 'kitty']"
4m4TBAclsjg,This is NOT Actually an Anime Series...,3.5M views,/shorts/4m4TBAclsjg,2024-03-18 23:32:23.757362,"['kito senpai', 'kito', 'anime', 'manga', 'Colors by Hata Motohiro', 'romance anime', 'romance manga', '荒木哲郎×SawanoHiroyuki[nZk]：Hata Motohiro】『COLORs』TOHO animation ミュージックフィルムズ', 'SawanoHiroyuki[nZk]', 'hiroyuki sawano', 'attack on titan', 'eighty six', 'guilty crown', 'blue exorcist', '86 anime', 'winter 2023 anime', 'spring 2023 anime', 'Tomo chan is a girl', 'YOASOBI「海のまにまに」Official Music Video', 'yoasobi', 'japan', 'japanese', 'gigguk', 'trash taste podcast', 'Eve Music Video', 'WIT Studio', 'sad anime', 'sad manga']"
VmVe5NpLmmw,What else in that water 😭😭😭,7.8M views,/shorts/VmVe5NpLmmw,2024-03-18 23:32:23.757362,[]
pUy60FwN8mY,Toph Bends Metal For The First Time Reaction,1.9M views,/shorts/pUy60FwN8mY,2024-03-18 23:32:23.757362,"['toph and Aang', 'katara and toph', 'toph and Katara', 'Zuko', 'zuko vs azula', 'zuko and azula', 'toph bends metal', 'toph metal bending', 'toph invents metal bending', 'Avatar reactions', 'Atla reactions', 'Avatar the last airbender', 'Avatar', 'Atla', 'Avatar season 2', 'atla season 2', 'Avatar season 2 reactions']"
WO3gem9iNEg,Memes from the Black Market!,5.5M views,/shorts/WO3gem9iNEg,2024-03-18 23:32:23.757362,[]
2_IzKxs46m0,His soul left his body for a sec💀🤣 [maomao and Jinshi] The Apothecary diaries #animeedit #viral #fyp,1.1M views,/shorts/2_IzKxs46m0,2024-03-18 23:32:23.757362,[]
EufJ3-nNihw,Kenapa ya Peggy Gou betah di rumah gua?,3.4M views,/shorts/EufJ3-nNihw,2024-03-18 23:32:23.757362,['raditya dika']
5JyijwAIWsk,Professional Motion Capture Actor,40M views,/shorts/5JyijwAIWsk,2024-03-18 23:32:23.757362,[]
